"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"178","ZNF202",4.2764,"NA","98 vs 81","-",NA,"2 vs 0",2.32,"-",NA,"5 vs 2",1.47,"9 vs 3",1.14,"82 vs 76",1.1
"179","LMBR1L",4.2695,"NA","141 vs 112","-",NA,"-",NA,"25 vs 14",2.31,"-",NA,"47 vs 45",1.42,"69 vs 53",1.3
"180","BHLHE22",4.2615,"NA","64 vs 64","-",NA,"5 vs 0",9.19,"-",NA,"11 vs 13",0.46,"33 vs 34",0.98,"15 vs 17",1.02
"181","INTS4",4.26,"NA","89 vs 59","-",NA,"-",NA,"3 vs 0",1.25,"2 vs 0",1.36,"13 vs 8",1.19,"71 vs 51",2.1
"182","ZZEF1",4.2501,"NA","676 vs 703","-",NA,"9 vs 1",18.32,"-",NA,"-",NA,"59 vs 38",1.67,"608 vs 664",0.14
"183","VPS54",4.2434,"NA","171 vs 163","5 vs 1",4.03,"-",NA,"-",NA,"-",NA,"8 vs 8",1.01,"158 vs 154",1.04
"184","HOXA11",4.2432,"NA","63 vs 53","-",NA,"3 vs 0",3.45,"-",NA,"25 vs 20",1.19,"21 vs 18",1.07,"14 vs 15",0.96
"185","AGTR1",4.2157,"NA","103 vs 65","-",NA,"-",NA,"6 vs 0",1.65,"-",NA,"-",NA,"97 vs 65",2.56
"186","BCL2L14",4.2083,"NA","68 vs 58","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA,"66 vs 57",3.97
"187","PLXNA2",4.2066,"NA","380 vs 326","-",NA,"-",NA,"9 vs 7",1.07,"4 vs 4",0.72,"140 vs 113",2.81,"227 vs 202",1.94
"188","PROK1",4.199,"NA","34 vs 25","-",NA,"-",NA,"12 vs 4",4.21,"-",NA,"6 vs 5",0.99,"16 vs 16",1.01
"189","GNAL",4.1962,"NA","44 vs 27","1 vs 0",1.51,"-",NA,"-",NA,"22 vs 11",2.54,"21 vs 16",1.09,"-",NA
"190","WDR37",4.1916,"NA","120 vs 90","-",NA,"-",NA,"-",NA,"0 vs 1",0.83,"62 vs 35",5.03,"58 vs 54",1
"191","NT5DC2",4.1622,"NA","184 vs 131","-",NA,"-",NA,"8 vs 9",0.79,"-",NA,"78 vs 58",1.15,"98 vs 64",4.6
"192","ICA1L",4.1624,"NA","115 vs 92","-",NA,"-",NA,"26 vs 13",3.62,"-",NA,"-",NA,"89 vs 79",1.15
"193","GAL3ST4",4.16,"NA","215 vs 158","-",NA,"-",NA,"12 vs 11",0.78,"-",NA,"-",NA,"203 vs 147",5.3
"194","PRCC",4.1601,"NA","97 vs 68","-",NA,"1 vs 0",1.49,"-",NA,"3 vs 4",0.83,"3 vs 0",1.12,"90 vs 64",3
"195","HDAC5",4.1517,"NA","189 vs 144","1 vs 1",0.74,"-",NA,"-",NA,"3 vs 0",1.58,"83 vs 53",4.29,"102 vs 90",0.83
"196","KIAA1109",4.1463,"NA","614 vs 563","-",NA,"-",NA,"21 vs 14",1.67,"7 vs 3",1.57,"175 vs 156",1.1,"411 vs 390",1.44
"197","MCMDC2",4.1433,"NA","170 vs 159","-",NA,"-",NA,"30 vs 22",3.12,"-",NA,"-",NA,"140 vs 137",1.33
"198","PHYHIP",4.143,"NA","34 vs 20","-",NA,"-",NA,"-",NA,"16 vs 7",3.52,"17 vs 12",1.19,"1 vs 1",0.99
"199","EPHA4",4.1349,"NA","123 vs 129","5 vs 0",7.96,"-",NA,"-",NA,"1 vs 1",0.97,"68 vs 79",0.6,"49 vs 49",0.89
"200","MMAA",4.1338,"NA","123 vs 99","-",NA,"-",NA,"20 vs 13",1.5,"-",NA,"-",NA,"103 vs 86",2.76
"201","ABLIM1",4.1316,"NA","208 vs 203","-",NA,"3 vs 0",3.3,"-",NA,"-",NA,"56 vs 37",1.72,"149 vs 166",0.73
"202","ATP6V0D1",4.1136,"NA","23 vs 15","-",NA,"1 vs 0",1.49,"-",NA,"13 vs 6",2.68,"9 vs 9",1.03,"-",NA
"203","MEF2C",4.1053,"4","24 vs 10","-",NA,"-",NA,"1 vs 0",1.06,"12 vs 3",3.58,"6 vs 3",1.06,"5 vs 4",1.01
"204","VEGFB",4.1053,"NA","89 vs 78","-",NA,"-",NA,"13 vs 2",4.94,"-",NA,"-",NA,"76 vs 76",0.83
"205","SOWAHA",4.1013,"NA","5 vs 1","-",NA,"5 vs 1",4.1,"-",NA,"-",NA,"-",NA,"-",NA
"206","CIAO1",4.0967,"NA","78 vs 69","-",NA,"-",NA,"2 vs 4",0.91,"-",NA,"31 vs 22",4.39,"45 vs 43",1.03
"207","SPAST",4.0801,"2","119 vs 114","-",NA,"-",NA,"-",NA,"23 vs 9",5.79,"19 vs 21",0.93,"77 vs 84",0.76
"208","SMARCC1",4.0678,"NA","143 vs 160","5 vs 0",7.96,"-",NA,"-",NA,"9 vs 10",0.67,"29 vs 27",1.1,"100 vs 123",0.7
"209","VGLL4",4.0474,"NA","104 vs 67","-",NA,"-",NA,"3 vs 1",1.13,"-",NA,"-",NA,"101 vs 66",3.58
"210","GSAP",4.021,"NA","189 vs 139","-",NA,"-",NA,"12 vs 4",1.61,"-",NA,"-",NA,"177 vs 135",2.49
"211","PPME1",4.0155,"NA","55 vs 45","3 vs 0",3.89,"-",NA,"-",NA,"-",NA,"9 vs 8",0.96,"43 vs 37",1.08
"212","RCN3",4.0136,"NA","158 vs 131","-",NA,"-",NA,"21 vs 8",5.11,"0 vs 2",0.7,"25 vs 30",0.89,"112 vs 91",1.27
"213","TP53BP1",4.0124,"NA","323 vs 324","6 vs 1",5.07,"-",NA,"-",NA,"2 vs 0",1.36,"44 vs 52",0.73,"271 vs 271",0.8
"214","FCHSD2",4.0121,"NA","118 vs 115","-",NA,"5 vs 1",3.74,"-",NA,"-",NA,"2 vs 4",0.97,"111 vs 110",1.1
"215","QARS",4.0008,"NA","212 vs 177","-",NA,"-",NA,"9 vs 11",0.95,"-",NA,"87 vs 47",5.46,"116 vs 119",0.77
"216","ATRNL1",3.9984,"5","217 vs 179","8 vs 3",3.55,"-",NA,"-",NA,"-",NA,"6 vs 7",0.93,"203 vs 169",1.21
"217","LAMC2",3.9927,"NA","335 vs 335","-",NA,"-",NA,"11 vs 7",1.04,"-",NA,"-",NA,"324 vs 328",3.84
"218","FGF12",3.9613,"NA","28 vs 11","-",NA,"1 vs 0",1.49,"-",NA,"10 vs 4",2,"14 vs 4",1.34,"3 vs 3",1
"219","EML6",3.955,"NA","516 vs 479","-",NA,"-",NA,"16 vs 8",1.33,"-",NA,"-",NA,"500 vs 471",2.98
"220","B3GNT6",3.9489,"NA","128 vs 104","-",NA,"-",NA,"-",NA,"12 vs 5",1.86,"43 vs 41",1.01,"73 vs 58",2.1
"221","PRKD2",3.9204,"NA","112 vs 95","-",NA,"-",NA,"-",NA,"16 vs 9",2.94,"54 vs 47",1.27,"42 vs 39",1.05
"222","EGLN1",3.9025,"NA","58 vs 39","-",NA,"-",NA,"-",NA,"14 vs 7",2.74,"43 vs 29",1.48,"1 vs 3",0.97
"223","WISP3",3.8919,"NA","68 vs 66","-",NA,"-",NA,"9 vs 3",4.48,"-",NA,"-",NA,"59 vs 63",0.87
"224","ELOVL4",3.8836,"NA","63 vs 66","-",NA,"4 vs 0",4.9,"-",NA,"-",NA,"4 vs 5",0.96,"55 vs 61",0.82
"225","CTTNBP2",3.8682,"3","419 vs 370","-",NA,"-",NA,"12 vs 5",1.51,"-",NA,"-",NA,"407 vs 365",2.56
"226","DCSTAMP",3.8653,"NA","134 vs 106","-",NA,"-",NA,"16 vs 5",2.82,"-",NA,"-",NA,"118 vs 101",1.37
"227","COL11A2",3.8628,"NA","382 vs 385","-",NA,"9 vs 3",5.03,"-",NA,"-",NA,"67 vs 68",0.94,"306 vs 314",0.82
"228","UNC13A",3.8616,"4","242 vs 214","5 vs 4",0.46,"-",NA,"-",NA,"35 vs 16",10.96,"70 vs 80",0.66,"132 vs 114",1.15
"229","XIRP1",3.8553,"6","664 vs 618","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"664 vs 618",3.86
"230","AKAP11",3.8425,"NA","449 vs 382","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"449 vs 382",3.84
"231","RPRD1B",3.8297,"NA","55 vs 21","-",NA,"-",NA,"1 vs 2",0.92,"3 vs 0",1.58,"37 vs 15",1.55,"14 vs 4",1.69
"232","MLLT6",3.821,"NA","136 vs 132","2 vs 0",2.29,"-",NA,"-",NA,"-",NA,"24 vs 14",1.23,"110 vs 118",1.35
"233","MAN2A2",3.8194,"NA","314 vs 276","-",NA,"-",NA,"5 vs 4",1.05,"-",NA,"36 vs 35",0.91,"273 vs 237",4
"234","OSBPL3",3.8116,"NA","196 vs 195","-",NA,"-",NA,"5 vs 5",1.03,"-",NA,"3 vs 2",0.99,"188 vs 188",3.76
"235","PPP1R13B",3.8082,"NA","255 vs 221","3 vs 1",1.76,"-",NA,"-",NA,"-",NA,"79 vs 52",1.77,"173 vs 168",1.22
"236","APBB1",3.7995,"3","167 vs 166","-",NA,"1 vs 0",1.49,"-",NA,"2 vs 0",1.36,"49 vs 39",1.93,"115 vs 127",0.97
"237","TEFM",3.7978,"NA","92 vs 77","-",NA,"4 vs 1",2.63,"-",NA,"-",NA,"-",NA,"88 vs 76",1.44
"238","SOCS6",3.7786,"NA","104 vs 74","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"9 vs 10",0.96,"94 vs 63",5.18
"239","GTF3C4",3.7747,"NA","98 vs 63","-",NA,"-",NA,"1 vs 0",1.06,"4 vs 3",1.21,"56 vs 37",1.89,"37 vs 23",1.55
"240","DNM2",3.7718,"NA","111 vs 93","2 vs 0",2.39,"-",NA,"-",NA,"28 vs 18",2.16,"45 vs 51",0.66,"36 vs 24",1.1
"241","KCNJ6",3.766,"NA","35 vs 22","-",NA,"2 vs 1",0.98,"-",NA,"11 vs 2",3.92,"14 vs 10",1.03,"8 vs 9",0.96
"242","ABCG2",3.7414,"NA","229 vs 218","-",NA,"-",NA,"53 vs 46",3.12,"-",NA,"-",NA,"176 vs 172",1.2
"243","LRRC1",3.7369,"4","107 vs 94","-",NA,"3 vs 0",3.45,"-",NA,"-",NA,"57 vs 43",1.1,"47 vs 51",0.99
"244","CHML",3.73,"NA","178 vs 145","-",NA,"-",NA,"10 vs 5",1.6,"-",NA,"-",NA,"168 vs 140",2.33
"245","CDC25B",3.7265,"NA","156 vs 137","-",NA,"-",NA,"1 vs 2",0.93,"11 vs 2",3.91,"21 vs 15",1.05,"123 vs 118",0.98
"246","MAPKAPK2",3.7198,"NA","53 vs 35","-",NA,"-",NA,"-",NA,"19 vs 8",3.45,"22 vs 18",1.08,"12 vs 9",1
"247","CLCN2",3.7086,"NA","288 vs 265","-",NA,"-",NA,"6 vs 7",0.94,"-",NA,"35 vs 26",1.27,"247 vs 232",3.09
"248","EP400",3.6938,"3","691 vs 589","4 vs 2",1.08,"-",NA,"-",NA,"-",NA,"93 vs 86",1.35,"594 vs 501",2.54
"249","SLC17A1",3.6818,"NA","119 vs 83","-",NA,"-",NA,"8 vs 7",1.21,"-",NA,"-",NA,"111 vs 76",3.04
"250","ZBTB10",3.6734,"NA","121 vs 133","-",NA,"4 vs 0",5.14,"-",NA,"3 vs 0",1.58,"45 vs 59",0.58,"69 vs 74",0.77
"251","INSRR",3.6629,"NA","495 vs 425","-",NA,"-",NA,"14 vs 14",0.93,"-",NA,"106 vs 106",1.16,"375 vs 305",3.4
"252","EHD1",3.6461,"NA","104 vs 91","-",NA,"3 vs 0",3.3,"-",NA,"14 vs 10",0.97,"33 vs 30",1.04,"54 vs 51",1.09
"253","GBP3",3.6428,"NA","124 vs 120","-",NA,"-",NA,"16 vs 8",4.02,"-",NA,"-",NA,"108 vs 112",0.91
"254","CACNA1D",3.6408,"2","435 vs 403","-",NA,"-",NA,"-",NA,"74 vs 61",5.04,"151 vs 157",0.61,"210 vs 185",1.19
"255","OBSCN",3.6381,"NA","3549 vs 3496","-",NA,"-",NA,"129 vs 93",26.48,"74 vs 62",0.27,"24 vs 19",1.11,"3322 vs 3322",0.46
"256","CCR10",3.6267,"NA","37 vs 25","-",NA,"-",NA,"1 vs 1",1,"14 vs 10",2.73,"20 vs 12",1.35,"2 vs 2",0.99
"257","MPP6",3.6239,"4","64 vs 53","-",NA,"4 vs 1",2.63,"-",NA,"1 vs 0",1.17,"18 vs 17",1.11,"41 vs 35",1.07
"258","YAF2",3.6228,"NA","28 vs 19","-",NA,"2 vs 0",2.32,"-",NA,"3 vs 0",1.58,"16 vs 14",0.96,"7 vs 5",1.03
"259","TNR",3.6167,"NA","351 vs 358","-",NA,"6 vs 1",5.56,"-",NA,"7 vs 9",0.53,"18 vs 24",0.8,"320 vs 324",1.52
"260","RUNX1T1",3.6134,"NA","55 vs 66","-",NA,"3 vs 0",3.74,"-",NA,"1 vs 0",1.17,"16 vs 16",1,"35 vs 50",0.83
"261","PTPN4",3.5998,"NA","137 vs 127","4 vs 0",5.48,"-",NA,"-",NA,"-",NA,"44 vs 41",0.75,"89 vs 86",0.88
"262","RTN4RL2",3.5872,"NA","46 vs 30","-",NA,"1 vs 0",1.49,"-",NA,"21 vs 16",1.77,"24 vs 14",1.36,"-",NA
"263","LPA",3.5756,"NA","352 vs 318","-",NA,"-",NA,"40 vs 22",4.95,"0 vs 3",0.63,"4 vs 3",0.98,"308 vs 290",1.18
"264","CDKL4",3.5726,"NA","141 vs 106","-",NA,"-",NA,"29 vs 14",2.28,"-",NA,"-",NA,"112 vs 92",1.56
"265","MAP3K1",3.5722,"NA","246 vs 210","3 vs 0",3.47,"-",NA,"-",NA,"5 vs 12",0.59,"3 vs 6",0.92,"235 vs 192",1.9
"266","SLC4A10",3.5678,"4","102 vs 96","-",NA,"-",NA,"3 vs 4",0.97,"8 vs 5",1.73,"35 vs 31",1.16,"56 vs 56",1.83
"267","RNF39",3.5613,"NA","102 vs 73","-",NA,"-",NA,"8 vs 6",1.62,"43 vs 34",1.78,"29 vs 17",1.26,"22 vs 16",0.99
"268","TCF12",3.5516,"NA","167 vs 139","-",NA,"3 vs 1",1.69,"-",NA,"8 vs 4",1.59,"1 vs 2",0.97,"155 vs 132",1.37
"269","DDR2",3.5438,"NA","174 vs 174","-",NA,"6 vs 1",4.32,"-",NA,"-",NA,"50 vs 53",0.91,"118 vs 120",0.9
"270","ESCO1",3.5206,"NA","181 vs 154","-",NA,"-",NA,"-",NA,"11 vs 4",2.33,"2 vs 1",1.03,"168 vs 149",1.46
"271","GATC",3.5113,"NA","50 vs 34","-",NA,"-",NA,"1 vs 1",1,"-",NA,"15 vs 11",0.97,"34 vs 22",3.62
"272","CCDC85B",3.5102,"NA","29 vs 12","-",NA,"-",NA,"-",NA,"13 vs 6",2.31,"16 vs 6",1.52,"-",NA
"273","IGF2R",3.4849,"NA","560 vs 595","7 vs 1",9.93,"-",NA,"-",NA,"-",NA,"114 vs 115",0.76,"439 vs 479",0.46
"274","ADAM19",3.4843,"NA","224 vs 206","-",NA,"-",NA,"6 vs 4",1.17,"-",NA,"63 vs 57",0.9,"155 vs 145",3.3
"275","LEMD3",3.4716,"NA","3 vs 0","3 vs 0",3.47,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"276","ADNP",3.4716,"1","3 vs 0","3 vs 0",3.47,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"277","BRD2",3.4716,"NA","3 vs 0","3 vs 0",3.47,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"278","USP34",3.4716,"NA","3 vs 0","3 vs 0",3.47,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"279","PHF21B",3.4671,"NA","166 vs 170","-",NA,"4 vs 0",4.9,"-",NA,"-",NA,"5 vs 9",0.85,"157 vs 161",0.83
"280","FGFR2",3.4553,"5","80 vs 72","2 vs 0",2.29,"-",NA,"-",NA,"11 vs 9",0.75,"22 vs 27",0.85,"45 vs 36",2.39
"281","ADAM2",3.4416,"NA","261 vs 270","-",NA,"-",NA,"25 vs 34",1.54,"-",NA,"-",NA,"236 vs 236",2.24
"282","RAD54L2",3.4382,"NA","271 vs 238","-",NA,"-",NA,"-",NA,"7 vs 3",1.7,"48 vs 36",1.9,"216 vs 199",1.07
"283","GLB1",3.4269,"NA","157 vs 141","-",NA,"-",NA,"8 vs 3",1.24,"-",NA,"12 vs 8",1.26,"137 vs 130",2.2
"284","CCDC61",3.4266,"NA","187 vs 177","-",NA,"-",NA,"8 vs 6",1.18,"-",NA,"34 vs 32",0.95,"145 vs 139",3.07
"285","DDB1",3.4245,"NA","86 vs 57","0 vs 2",0.24,"-",NA,"-",NA,"18 vs 6",9.63,"32 vs 13",1.61,"36 vs 36",0.94
"286","COL16A1",3.4055,"NA","544 vs 487","-",NA,"-",NA,"20 vs 14",1.38,"-",NA,"-",NA,"524 vs 473",2.47
"287","ARHGAP5",3.4052,"4","143 vs 126","-",NA,"-",NA,"-",NA,"-",NA,"9 vs 14",0.85,"134 vs 112",4.01
"288","MED12L",3.4052,"NA","250 vs 264","4 vs 0",5.26,"-",NA,"-",NA,"-",NA,"81 vs 80",0.84,"165 vs 184",0.77
"289","EPN1",3.3933,"NA","179 vs 179","-",NA,"3 vs 1",1.77,"-",NA,"-",NA,"39 vs 36",2.57,"137 vs 142",0.75
"290","KAT2B",3.3875,"2","162 vs 138","-",NA,"4 vs 0",4.9,"-",NA,"3 vs 4",0.68,"49 vs 52",0.8,"106 vs 82",1.27
"291","ARHGEF2",3.3865,"NA","119 vs 102","2 vs 0",2.29,"-",NA,"-",NA,"34 vs 25",1.4,"39 vs 35",1.17,"44 vs 42",0.9
"292","FLNB",3.3751,"NA","855 vs 817","-",NA,"-",NA,"17 vs 11",1.02,"8 vs 2",2.46,"89 vs 72",2,"741 vs 732",0.67
"293","CWC15",3.3748,"NA","15 vs 7","-",NA,"1 vs 0",1.49,"-",NA,"9 vs 4",2.07,"5 vs 2",1.12,"0 vs 1",0.98
"294","PWWP2A",3.3739,"NA","121 vs 90","-",NA,"0 vs 0",1,"-",NA,"5 vs 0",2.24,"27 vs 27",0.98,"89 vs 63",1.53
"295","TOE1",3.3734,"NA","115 vs 123","-",NA,"-",NA,"4 vs 4",0.91,"-",NA,"61 vs 54",4.85,"50 vs 65",0.76
"296","GRIN2A",3.3621,"3","233 vs 185","1 vs 0",1.51,"-",NA,"-",NA,"10 vs 10",0.96,"41 vs 27",1.49,"181 vs 148",1.56
"297","DDHD2",3.3597,"NA","164 vs 136","-",NA,"-",NA,"8 vs 5",1.21,"-",NA,"-",NA,"156 vs 131",2.77
"298","HIST3H2BB",3.3556,"NA","20 vs 12","-",NA,"-",NA,"7 vs 2",3.11,"-",NA,"2 vs 2",1.01,"11 vs 8",1.06
"299","TRIOBP",3.3534,"NA","749 vs 701","-",NA,"-",NA,"18 vs 12",1.56,"-",NA,"-",NA,"731 vs 689",2.15
"300","KCNMA1",3.3506,"4","121 vs 114","1 vs 0",1.51,"-",NA,"-",NA,"35 vs 28",2.56,"73 vs 78",0.84,"12 vs 8",1.03
"301","GRIK3",3.3452,"4","178 vs 149","2 vs 0",2.29,"-",NA,"-",NA,"0 vs 1",0.83,"72 vs 62",1.11,"104 vs 86",1.57
"302","NUP210",3.343,"NA","569 vs 536","-",NA,"-",NA,"15 vs 22",0.6,"-",NA,"-",NA,"554 vs 514",5.6
"303","LEO1",3.3368,"2","91 vs 78","-",NA,"2 vs 0",2.21,"-",NA,"2 vs 1",1.13,"26 vs 18",1.38,"61 vs 59",0.96
"304","KLF13",3.3241,"NA","43 vs 25","-",NA,"-",NA,"2 vs 0",1.13,"10 vs 6",1.53,"31 vs 19",1.91,"-",NA
"305","SOCS5",3.3152,"NA","59 vs 39","-",NA,"2 vs 0",2.32,"-",NA,"-",NA,"-",NA,"57 vs 39",1.43
"306","MAML2",3.3049,"NA","309 vs 320","2 vs 0",2.29,"-",NA,"-",NA,"-",NA,"-",NA,"307 vs 320",1.44
"307","MRPL45",3.2972,"NA","51 vs 60","-",NA,"-",NA,"0 vs 1",0.94,"12 vs 6",4.49,"18 vs 17",0.9,"21 vs 36",0.87
"308","PCDH10",3.2959,"4","3 vs 0","-",NA,"3 vs 0",3.3,"-",NA,"-",NA,"-",NA,"-",NA
"309","SREK1",3.2925,"NA","127 vs 89","-",NA,"-",NA,"-",NA,"8 vs 3",2.06,"8 vs 4",1.13,"111 vs 82",1.41
"310","FGL1",3.2907,"NA","19 vs 11","-",NA,"-",NA,"19 vs 11",3.29,"-",NA,"-",NA,"-",NA
"311","FAM89B",3.2875,"NA","23 vs 9","-",NA,"-",NA,"1 vs 0",1.06,"3 vs 0",1.8,"6 vs 4",1.06,"13 vs 5",1.63
"312","SLC6A17",3.2866,"NA","136 vs 131","-",NA,"2 vs 0",2.32,"-",NA,"-",NA,"69 vs 62",1.7,"65 vs 69",0.84
"313","ZNF282",3.2825,"NA","90 vs 91","-",NA,"-",NA,"0 vs 1",0.94,"17 vs 6",4,"30 vs 34",0.8,"43 vs 50",1.09
"314","GABRD",3.2814,"NA","82 vs 63","-",NA,"1 vs 0",1.49,"-",NA,"4 vs 2",1.29,"50 vs 36",1.89,"27 vs 25",0.91
"315","DDX1",3.2752,"NA","109 vs 102","-",NA,"4 vs 1",2.63,"-",NA,"-",NA,"9 vs 8",1.05,"96 vs 93",1.19
"316","DBNL",3.254,"NA","104 vs 125","-",NA,"-",NA,"2 vs 7",0.91,"4 vs 4",0.77,"9 vs 6",1.03,"89 vs 108",4.52
"317","CDC37",3.2478,"NA","92 vs 78","-",NA,"1 vs 0",1.49,"-",NA,"0 vs 1",0.83,"55 vs 30",3.4,"36 vs 47",0.77
"318","ZFP36L2",3.2422,"NA","135 vs 129","-",NA,"3 vs 0",3.45,"-",NA,"-",NA,"29 vs 35",0.87,"103 vs 94",1.08
"319","PRKAB2",3.2409,"NA","55 vs 48","-",NA,"3 vs 0",3.45,"-",NA,"-",NA,"22 vs 19",0.93,"30 vs 29",1
"320","VWA3A",3.2348,"NA","404 vs 378","-",NA,"-",NA,"40 vs 28",2.94,"-",NA,"-",NA,"364 vs 350",1.1
"321","PPL",3.2249,"NA","923 vs 859","-",NA,"-",NA,"12 vs 21",0.48,"-",NA,"-",NA,"911 vs 838",6.65
"322","PUS7L",3.2217,"NA","234 vs 191","-",NA,"-",NA,"14 vs 18",0.86,"-",NA,"-",NA,"220 vs 173",3.73
"323","DMGDH",3.22,"NA","195 vs 188","-",NA,"-",NA,"24 vs 14",2.91,"-",NA,"-",NA,"171 vs 174",1.11
"324","CARNS1",3.2193,"NA","266 vs 237","-",NA,"-",NA,"27 vs 13",2.51,"-",NA,"-",NA,"239 vs 224",1.28
"325","FAM83F",3.2158,"NA","190 vs 190","-",NA,"-",NA,"4 vs 4",1.03,"27 vs 15",4.41,"14 vs 7",1.37,"145 vs 164",0.52
"326","NAALADL1",3.2104,"NA","290 vs 253","-",NA,"-",NA,"20 vs 10",1.75,"-",NA,"-",NA,"270 vs 243",1.84
"327","TNFRSF10D",3.2093,"NA","95 vs 63","-",NA,"-",NA,"5 vs 1",2.1,"-",NA,"-",NA,"90 vs 62",1.53
"328","WHAMM",3.2035,"NA","196 vs 181","-",NA,"-",NA,"7 vs 5",0.95,"22 vs 12",3.77,"18 vs 21",0.83,"149 vs 143",1.08
"329","ERBB2",3.1892,"NA","270 vs 236","-",NA,"-",NA,"7 vs 1",1.35,"13 vs 13",0.96,"79 vs 65",2.35,"171 vs 157",1.05
"330","GNAT1",3.1679,"NA","85 vs 67","-",NA,"-",NA,"9 vs 6",1.3,"2 vs 1",1.13,"55 vs 43",1.64,"19 vs 17",1.31
"331","A2M",3.1625,"NA","306 vs 265","-",NA,"-",NA,"3 vs 7",0.82,"-",NA,"4 vs 3",1.08,"299 vs 255",3.56
"332","APC",3.1595,"5","337 vs 314","5 vs 1",3.87,"-",NA,"-",NA,"-",NA,"-",NA,"332 vs 313",0.82
"333","RUSC2",3.1563,"NA","294 vs 288","7 vs 2",3.52,"-",NA,"-",NA,"-",NA,"-",NA,"287 vs 286",0.9
"334","AUTS2",3.1549,"3","245 vs 234","4 vs 0",5.26,"-",NA,"-",NA,"2 vs 1",1.13,"103 vs 112",0.59,"136 vs 121",0.9
"335","PROCR",3.1477,"NA","47 vs 40","-",NA,"-",NA,"3 vs 1",1.08,"-",NA,"28 vs 15",3.03,"16 vs 24",0.96
"336","MCL1",3.14,"NA","126 vs 113","-",NA,"-",NA,"-",NA,"-",NA,"32 vs 20",3.86,"94 vs 93",0.81
"337","CHD8",3.1392,"1","362 vs 346","1 vs 2",0.36,"-",NA,"-",NA,"36 vs 20",7.44,"111 vs 112",0.8,"214 vs 212",1.47
"338","POLI",3.1282,"NA","185 vs 203","-",NA,"-",NA,"9 vs 3",1.49,"-",NA,"-",NA,"176 vs 200",2.09
"339","GABBR2",3.1254,"4","84 vs 74","2 vs 0",2.29,"-",NA,"-",NA,"14 vs 12",0.98,"46 vs 45",1.17,"22 vs 17",1.19
"340","MGAT1",3.119,"NA","105 vs 88","-",NA,"-",NA,"-",NA,"6 vs 1",2.09,"38 vs 33",0.93,"61 vs 54",1.6
"341","ABCD4",3.1106,"NA","206 vs 190","-",NA,"-",NA,"11 vs 2",1.88,"-",NA,"11 vs 7",1.03,"184 vs 181",1.6
"342","LAMTOR3",3.1087,"NA","22 vs 13","-",NA,"4 vs 1",2.85,"-",NA,"-",NA,"-",NA,"18 vs 12",1.09
"343","PRF1",3.1077,"NA","225 vs 192","-",NA,"-",NA,"1 vs 5",0.8,"-",NA,"-",NA,"224 vs 187",3.9
"344","OGDH",3.1028,"NA","133 vs 121","1 vs 1",0.74,"-",NA,"-",NA,"24 vs 18",1.29,"64 vs 53",3.72,"44 vs 49",0.88
"345","ZFPM2",3.0995,"NA","295 vs 258","2 vs 0",2.29,"-",NA,"-",NA,"-",NA,"-",NA,"293 vs 258",1.35
"346","HIST2H2AB",3.0991,"NA","7 vs 4","-",NA,"3 vs 0",3.3,"-",NA,"1 vs 1",0.97,"1 vs 3",0.93,"2 vs 0",1.04
"347","ROR2",3.0707,"NA","324 vs 297","-",NA,"-",NA,"3 vs 6",0.79,"-",NA,"5 vs 3",1.02,"316 vs 288",3.82
"348","CTNNA2",3.0649,NA,"115 vs 81","-",NA,"-",NA,"1 vs 0",1.06,"31 vs 17",1.91,"34 vs 26",1.35,"49 vs 38",1.12
"349","CHRNE",3.0601,"NA","221 vs 228","-",NA,"-",NA,"19 vs 5",4.56,"-",NA,"-",NA,"202 vs 223",0.67
"350","GOT1L1",3.0597,"NA","160 vs 138","-",NA,"-",NA,"15 vs 26",0.76,"-",NA,"-",NA,"145 vs 112",4.05
"351","PRPF4",3.058,"NA","84 vs 81","3 vs 0",3.47,"-",NA,"-",NA,"-",NA,"27 vs 41",0.79,"54 vs 40",1.12
"352","MATR3",3.0529,"NA","72 vs 57","-",NA,"-",NA,"-",NA,"8 vs 3",1.86,"10 vs 12",1.04,"54 vs 42",1.57
"353","VEGFA",3.0502,"NA","11 vs 3","-",NA,"-",NA,"11 vs 3",3.05,"-",NA,"-",NA,"-",NA
"354","FGD6",3.0499,"NA","383 vs 328","-",NA,"-",NA,"7 vs 1",1.56,"-",NA,"-",NA,"376 vs 327",1.96
"355","KLHDC8B",3.0463,"NA","59 vs 41","-",NA,"-",NA,"4 vs 1",1.2,"-",NA,"37 vs 20",2.55,"18 vs 20",0.99
"356","PPM1E",3.0438,"NA","89 vs 65","-",NA,"2 vs 1",1.13,"-",NA,"15 vs 7",2.33,"24 vs 24",0.82,"48 vs 33",1.4
